model,timestamp,seed,accuracy,f1_macro,f1_micro,precision_macro,precision_micro,recall_macro,recall_micro,duration_training,duration_testing,performance_full,hyperparameters_full,author,notes
2_Single_2Perceptron_Word2Vec,1732067091.866451,123,0.6153846153846154,0.5751633986928104,0.5651080945198591,0.7727272727272727,0.7902097902097902,0.6428571428571428,0.6153846153846154,0.7100019454956055,0.0005421638488769531,"{'Not Bot': {'precision': 1.0, 'recall': 0.2857142857142857, 'f1-score': 0.4444444444444445, 'support': 7.0}, 'Bot': {'precision': 0.5454545454545454, 'recall': 1.0, 'f1-score': 0.7058823529411764, 'support': 6.0}, 'accuracy': 0.6153846153846154, 'macro avg': {'precision': 0.7727272727272727, 'recall': 0.6428571428571428, 'f1-score': 0.5751633986928104, 'support': 13.0}, 'weighted avg': {'precision': 0.7902097902097902, 'recall': 0.6153846153846154, 'f1-score': 0.5651080945198591, 'support': 13.0}}",{'seed': 123},Noah Sher,
2_Single_2Perceptron_Word2Vec,1733335466.461158,123,0.5,0.3333333333333333,0.3333333333333333,0.25,0.25,0.5,0.5,0.004293918609619141,0.15491390228271484,"{'Not Bot': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3435.0}, 'Bot': {'precision': 0.5, 'recall': 1.0, 'f1-score': 0.6666666666666666, 'support': 3435.0}, 'accuracy': 0.5, 'macro avg': {'precision': 0.25, 'recall': 0.5, 'f1-score': 0.3333333333333333, 'support': 6870.0}, 'weighted avg': {'precision': 0.25, 'recall': 0.5, 'f1-score': 0.3333333333333333, 'support': 6870.0}}",{'seed': 123},Noah Sher,
2_Single_2Perceptron_Word2Vec,1733335558.616679,123,0.6153846153846154,0.5751633986928104,0.5651080945198591,0.7727272727272727,0.7902097902097902,0.6428571428571428,0.6153846153846154,0.17050385475158691,0.0006961822509765625,"{'Not Bot': {'precision': 1.0, 'recall': 0.2857142857142857, 'f1-score': 0.4444444444444445, 'support': 7.0}, 'Bot': {'precision': 0.5454545454545454, 'recall': 1.0, 'f1-score': 0.7058823529411764, 'support': 6.0}, 'accuracy': 0.6153846153846154, 'macro avg': {'precision': 0.7727272727272727, 'recall': 0.6428571428571428, 'f1-score': 0.5751633986928104, 'support': 13.0}, 'weighted avg': {'precision': 0.7902097902097902, 'recall': 0.6153846153846154, 'f1-score': 0.5651080945198591, 'support': 13.0}}",{'seed': 123},Noah Sher,
2_Single_2Perceptron_Word2Vec,1733335601.058657,123,0.6153846153846154,0.5751633986928104,0.5651080945198591,0.7727272727272727,0.7902097902097902,0.6428571428571428,0.6153846153846154,0.1824779510498047,0.0005030632019042969,"{'Not Bot': {'precision': 1.0, 'recall': 0.2857142857142857, 'f1-score': 0.4444444444444445, 'support': 7.0}, 'Bot': {'precision': 0.5454545454545454, 'recall': 1.0, 'f1-score': 0.7058823529411764, 'support': 6.0}, 'accuracy': 0.6153846153846154, 'macro avg': {'precision': 0.7727272727272727, 'recall': 0.6428571428571428, 'f1-score': 0.5751633986928104, 'support': 13.0}, 'weighted avg': {'precision': 0.7902097902097902, 'recall': 0.6153846153846154, 'f1-score': 0.5651080945198591, 'support': 13.0}}",{'seed': 123},Noah Sher,
2_Single_2Perceptron_Word2Vec,1733335775.13799,123,0.6153846153846154,0.5751633986928104,0.5651080945198591,0.7727272727272727,0.7902097902097902,0.6428571428571428,0.6153846153846154,0.16889715194702148,0.0005970001220703125,"{'Not Bot': {'precision': 1.0, 'recall': 0.2857142857142857, 'f1-score': 0.4444444444444445, 'support': 7.0}, 'Bot': {'precision': 0.5454545454545454, 'recall': 1.0, 'f1-score': 0.7058823529411764, 'support': 6.0}, 'accuracy': 0.6153846153846154, 'macro avg': {'precision': 0.7727272727272727, 'recall': 0.6428571428571428, 'f1-score': 0.5751633986928104, 'support': 13.0}, 'weighted avg': {'precision': 0.7902097902097902, 'recall': 0.6153846153846154, 'f1-score': 0.5651080945198591, 'support': 13.0}}",{'seed': 123},Noah Sher,
2_Single_2Perceptron_Word2Vec,1733336176.389548,123,0.6153846153846154,0.5751633986928104,0.5651080945198591,0.7727272727272727,0.7902097902097902,0.6428571428571428,0.6153846153846154,0.1718430519104004,0.0003459453582763672,"{'Not Bot': {'precision': 1.0, 'recall': 0.2857142857142857, 'f1-score': 0.4444444444444445, 'support': 7.0}, 'Bot': {'precision': 0.5454545454545454, 'recall': 1.0, 'f1-score': 0.7058823529411764, 'support': 6.0}, 'accuracy': 0.6153846153846154, 'macro avg': {'precision': 0.7727272727272727, 'recall': 0.6428571428571428, 'f1-score': 0.5751633986928104, 'support': 13.0}, 'weighted avg': {'precision': 0.7902097902097902, 'recall': 0.6153846153846154, 'f1-score': 0.5651080945198591, 'support': 13.0}}",{'seed': 123},Noah Sher,
2_Single_2Perceptron_Word2Vec,1733336233.951295,123,0.6153846153846154,0.5751633986928104,0.5651080945198591,0.7727272727272727,0.7902097902097902,0.6428571428571428,0.6153846153846154,0.16980695724487305,0.0005319118499755859,"{'Not Bot': {'precision': 1.0, 'recall': 0.2857142857142857, 'f1-score': 0.4444444444444445, 'support': 7.0}, 'Bot': {'precision': 0.5454545454545454, 'recall': 1.0, 'f1-score': 0.7058823529411764, 'support': 6.0}, 'accuracy': 0.6153846153846154, 'macro avg': {'precision': 0.7727272727272727, 'recall': 0.6428571428571428, 'f1-score': 0.5751633986928104, 'support': 13.0}, 'weighted avg': {'precision': 0.7902097902097902, 'recall': 0.6153846153846154, 'f1-score': 0.5651080945198591, 'support': 13.0}}",{'seed': 123},Noah Sher,
2_Single_2Perceptron_Word2Vec,1733336645.256146,123,0.6153846153846154,0.5751633986928104,0.5651080945198591,0.7727272727272727,0.7902097902097902,0.6428571428571428,0.6153846153846154,0.16764283180236816,0.00039696693420410156,"{'Not Bot': {'precision': 1.0, 'recall': 0.2857142857142857, 'f1-score': 0.4444444444444445, 'support': 7.0}, 'Bot': {'precision': 0.5454545454545454, 'recall': 1.0, 'f1-score': 0.7058823529411764, 'support': 6.0}, 'accuracy': 0.6153846153846154, 'macro avg': {'precision': 0.7727272727272727, 'recall': 0.6428571428571428, 'f1-score': 0.5751633986928104, 'support': 13.0}, 'weighted avg': {'precision': 0.7902097902097902, 'recall': 0.6153846153846154, 'f1-score': 0.5651080945198591, 'support': 13.0}}",{'seed': 123},Noah Sher,
2_Single_2Perceptron_Word2Vec,1733336838.748363,123,0.9576419213973799,0.9576378922450052,0.9576378922450051,0.9578160969435856,0.9578160969435857,0.9576419213973799,0.9576419213973799,0.17052817344665527,0.20594215393066406,"{'Not Bot': {'precision': 0.9667458432304038, 'recall': 0.9478893740902474, 'f1-score': 0.9572247537850948, 'support': 3435.0}, 'Bot': {'precision': 0.9488863506567675, 'recall': 0.9673944687045124, 'f1-score': 0.9580510307049156, 'support': 3435.0}, 'accuracy': 0.9576419213973799, 'macro avg': {'precision': 0.9578160969435856, 'recall': 0.9576419213973799, 'f1-score': 0.9576378922450052, 'support': 6870.0}, 'weighted avg': {'precision': 0.9578160969435857, 'recall': 0.9576419213973799, 'f1-score': 0.9576378922450051, 'support': 6870.0}}",{'seed': 123},Noah Sher,
2_Single_2Perceptron_Word2Vec,1733423357.687192,123,0.6153846153846154,0.5751633986928104,0.5651080945198591,0.7727272727272727,0.7902097902097902,0.6428571428571428,0.6153846153846154,0.712867021560669,0.0004260540008544922,"{'Not Bot': {'precision': 1.0, 'recall': 0.2857142857142857, 'f1-score': 0.4444444444444445, 'support': 7.0}, 'Bot': {'precision': 0.5454545454545454, 'recall': 1.0, 'f1-score': 0.7058823529411764, 'support': 6.0}, 'accuracy': 0.6153846153846154, 'macro avg': {'precision': 0.7727272727272727, 'recall': 0.6428571428571428, 'f1-score': 0.5751633986928104, 'support': 13.0}, 'weighted avg': {'precision': 0.7902097902097902, 'recall': 0.6153846153846154, 'f1-score': 0.5651080945198591, 'support': 13.0}}",{'seed': 123},Noah Sher,
2_Single_2Perceptron_Word2Vec,1733423384.074089,123,0.6153846153846154,0.5751633986928104,0.5651080945198591,0.7727272727272727,0.7902097902097902,0.6428571428571428,0.6153846153846154,0.712867021560669,0.0004260540008544922,"{'Not Bot': {'precision': 1.0, 'recall': 0.2857142857142857, 'f1-score': 0.4444444444444445, 'support': 7.0}, 'Bot': {'precision': 0.5454545454545454, 'recall': 1.0, 'f1-score': 0.7058823529411764, 'support': 6.0}, 'accuracy': 0.6153846153846154, 'macro avg': {'precision': 0.7727272727272727, 'recall': 0.6428571428571428, 'f1-score': 0.5751633986928104, 'support': 13.0}, 'weighted avg': {'precision': 0.7902097902097902, 'recall': 0.6153846153846154, 'f1-score': 0.5651080945198591, 'support': 13.0}}",{'seed': 123},Noah Sher,
2_Single_2Perceptron_Word2Vec,1733423776.755659,123,0.9615720524017467,0.9615704760363839,0.9615704760363839,0.9616477989138013,0.9616477989138014,0.9615720524017467,0.9615720524017467,0.7050449848175049,0.1291210651397705,"{'Not Bot': {'precision': 0.9557344064386318, 'recall': 0.9679767103347889, 'f1-score': 0.9618166039919005, 'support': 3435.0}, 'Bot': {'precision': 0.9675611913889708, 'recall': 0.9551673944687045, 'f1-score': 0.9613243480808672, 'support': 3435.0}, 'accuracy': 0.9615720524017467, 'macro avg': {'precision': 0.9616477989138013, 'recall': 0.9615720524017467, 'f1-score': 0.9615704760363839, 'support': 6870.0}, 'weighted avg': {'precision': 0.9616477989138014, 'recall': 0.9615720524017467, 'f1-score': 0.9615704760363839, 'support': 6870.0}}",{'seed': 123},Noah Sher,
2_Single_2Perceptron_Word2Vec,1733424134.551824,123,0.9553129548762737,0.9553125373240394,0.9553125373240394,0.9553299729870468,0.9553299729870468,0.9553129548762737,0.9553129548762737,1.4003291130065918,0.06910204887390137,"{'Not Bot': {'precision': 0.9525462962962963, 'recall': 0.9583697234352256, 'f1-score': 0.9554491365549266, 'support': 3435.0}, 'Bot': {'precision': 0.9581136496777973, 'recall': 0.9522561863173217, 'f1-score': 0.9551759380931523, 'support': 3435.0}, 'accuracy': 0.9553129548762737, 'macro avg': {'precision': 0.9553299729870468, 'recall': 0.9553129548762737, 'f1-score': 0.9553125373240394, 'support': 6870.0}, 'weighted avg': {'precision': 0.9553299729870468, 'recall': 0.9553129548762737, 'f1-score': 0.9553125373240394, 'support': 6870.0}}",{'seed': 123},Noah Sher,
Single_Perceptron_Word2Vec,1733610986.424498,123,0.9703056768558952,0.970305636589707,0.970305636589707,0.9703082278477257,0.9703082278477259,0.9703056768558953,0.9703056768558952,0.034841060638427734,0.1167609691619873,"{'Not Bot': {'precision': 0.971403559964984, 'recall': 0.9691411935953421, 'f1-score': 0.9702710580005829, 'support': 3435.0}, 'Bot': {'precision': 0.9692128957304676, 'recall': 0.9714701601164484, 'f1-score': 0.9703402151788312, 'support': 3435.0}, 'accuracy': 0.9703056768558952, 'macro avg': {'precision': 0.9703082278477257, 'recall': 0.9703056768558953, 'f1-score': 0.970305636589707, 'support': 6870.0}, 'weighted avg': {'precision': 0.9703082278477259, 'recall': 0.9703056768558952, 'f1-score': 0.970305636589707, 'support': 6870.0}}",{'seed': 123},Noah Sher,
2_Single_2Perceptron_Word2Vec,1733611209.433019,123,0.9553129548762737,0.9553125373240394,0.9553125373240394,0.9553299729870468,0.9553299729870468,0.9553129548762737,0.9553129548762737,1.476675033569336,0.12662696838378906,"{'Not Bot': {'precision': 0.9525462962962963, 'recall': 0.9583697234352256, 'f1-score': 0.9554491365549266, 'support': 3435.0}, 'Bot': {'precision': 0.9581136496777973, 'recall': 0.9522561863173217, 'f1-score': 0.9551759380931523, 'support': 3435.0}, 'accuracy': 0.9553129548762737, 'macro avg': {'precision': 0.9553299729870468, 'recall': 0.9553129548762737, 'f1-score': 0.9553125373240394, 'support': 6870.0}, 'weighted avg': {'precision': 0.9553299729870468, 'recall': 0.9553129548762737, 'f1-score': 0.9553125373240394, 'support': 6870.0}}",{'seed': 123},Noah Sher,
